"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"BENS_TOTAL"
250002181670;"JAMES DEL TEDESCO LOSACCO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ODONTÓLOGO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";708;4580,44;"OUTROS RECURSOS, FUNDO PARTIDARIO";NA
250002181684;"ROSELAINE SOUZA DOS SANTOS";"#NULO";"CIDADANIA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";286;15897,44;"FUNDO ESPECIAL";NA
250002181663;"AUGUSTO RABELO GONZALES";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"GERENTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";144;NA;NA;NA
250002181688;"RENE NUNES BALTAZAR";"#NULO";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";140;2000;"OUTROS RECURSOS";NA
250002377226;"MARIO COVAS NETO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";5825;331000;"FUNDO ESPECIAL, OUTROS RECURSOS";501003,16
250001973467;"LUCAS PAVANATO DE OLIVEIRA";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"ELEITO POR QP";161386;1077658,34;"OUTROS RECURSOS, FUNDO ESPECIAL";12990
250001973489;"SANDRA REGINA SANT ANNA PETITTO";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"#NE";"N";"DEFERIDO";"SUPLENTE";1764;680000;"FUNDO ESPECIAL";24326
250001973511;"MARIA DE FÁTIMA LUCENA MOTA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1341;96700;"FUNDO ESPECIAL, OUTROS RECURSOS";132322,52
250001973493;"MUNIR AUGUSTO NISS";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1071;79600;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250001973481;"ISAC FELIX DOS SANTOS";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";62275;1052000;"FUNDO ESPECIAL, OUTROS RECURSOS";1390956,02
250001973474;"ADRIANO COSTA DOS SANTOS";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"MOTOBOY";"#NE";"N";"DEFERIDO";"SUPLENTE";611;45000;"FUNDO ESPECIAL";7221,61
250001973508;"FATIMA ALVES";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";952;85500;"OUTROS RECURSOS, FUNDO ESPECIAL";1018256,2
250001973515;"ROBERTO PIRES PACIULLO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";1600;330300;"FUNDO ESPECIAL, OUTROS RECURSOS";2850000
250001973501;"PATRICIA MAGDA GIRO LOBO BELLI";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";1614;73600;"OUTROS RECURSOS, FUNDO ESPECIAL";77000
250001973517;"CAMILA MOREIRA DE SOUSA BASTOS";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"BANCÁRIO E ECONOMIÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1459;85000;"FUNDO ESPECIAL";1789000
250001973487;"ANTONIO DE FREITAS JUNIOR";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1037;65000;"FUNDO ESPECIAL";1085157,83
250001973513;"DEUSDOLAR BORGATO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";337;70000;"FUNDO ESPECIAL";1532000
250001973478;"JULIANA ROSA MIRANDA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";590;102500;"FUNDO ESPECIAL, OUTROS RECURSOS";89077,64
250001973484;"SERGIO RIBEIRO BUSTAMANTE";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";926;82536,5;"OUTROS RECURSOS, FUNDO ESPECIAL";5113034,8
250002052137;"ADERITO CASSIO DE ASSIS DUTRA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";883;13767,19;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002052100;"MARINA AMADEU BATISTA BRAGANTE";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PSICÓLOGO";"#NE";"N";"DEFERIDO";"ELEITO POR QP";39147;1331856,4;"OUTROS RECURSOS, FUNDO ESPECIAL";432617,04
250002052095;"MARTA LOPES DE OLIVEIRA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"SUPLENTE";1262;48635,42;"FUNDO ESPECIAL";NA
250002052101;"DEBORA PEREIRA DE LIMA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";23660;674697,39;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";NA
250002052115;"KEITCHELE LIMA DA SILVA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";"ELEITO POR MÉDIA";27769;772937,56;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002052108;"MAURÍCIO DE MELO RIBEIRO";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"#NE";"N";"DEFERIDO";"SUPLENTE";286;35666,36;"FUNDO ESPECIAL, OUTROS RECURSOS";1531000
250002052112;"IDALICIO REIMBERG LIMA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";675;31335,11;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002052083;"EDNA GENÉSIO DA SILVA YAMADA";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"DIRETOR DE ESTABELECIMENTO DE ENSINO";"#NE";"N";"DEFERIDO";"SUPLENTE";505;29742,92;"FUNDO ESPECIAL";309661
250002052113;"BRAULINA SIMOA DOS SANTOS";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"SUPLENTE";178;44382,92;"FUNDO ESPECIAL";4e+05
250002052124;"INGRID SOARES SANTOS";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";"SUPLENTE";725;62173,01;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002052097;"ELIAS PEREIRA FREITAS DA SILVA JÚNIOR";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";4093;100763,12;"OUTROS RECURSOS, FUNDO ESPECIAL";8000
250002052089;"ARI FRIEDENBACH";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";1780;139781,37;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002052092;"SANDRA RAMALHOSO";"#NULO";"PSOL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"DONA DE CASA";"#NE";"N";"DEFERIDO";"SUPLENTE";1173;100045,71;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002052096;"DANILO ARAUJO VALDIVINO";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";5586;230090,01;"OUTROS RECURSOS, FUNDO ESPECIAL";84000
250002018925;"FRANCISCO JOSÉ DA CRUZ FILHO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"#NE";"N";"DEFERIDO";"NÃO ELEITO";162;0;"#NULO";8500
250002018936;"ALINE BARBOSA RIO RIBEIRO";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";294;0;"#NULO";290000
250002018916;"MARIA NEUMA VIANA SANTOS";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"N";"DEFERIDO";"NÃO ELEITO";89;15000;"FUNDO ESPECIAL";NA
250002018942;"ANDERSON DO NASCIMENTO DUARTE";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";79;0;"#NULO";1000
250002018924;"MARCOS JOSE PEREIRA";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";146;0;"#NULO";NA
250002018931;"RONALDO GALDINO DOS SANTOS";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";375;310;"OUTROS RECURSOS";NA
250002018939;"PAULO SERGIO BAPTISTA DE SOUZA";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";311;0;"#NULO";2583730,45
250002018921;"SIGMAR DUPRE GUIMARÃES";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";723;2000;"OUTROS RECURSOS";130000
250002018917;"SORAIA IRENE MARTINS MANZANO";"#NULO";"MOBILIZA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1567;15000;"FUNDO ESPECIAL";39900
250002363846;"NATÁLIA BRAGA COSTA PIMENTA";"#NULO";"PCO";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";233;105783,86;"FUNDO ESPECIAL";NA
250002363847;"LUCIO DE SOUZA JÚNIOR";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO CIVIL APOSENTADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";8;4442,13;"FUNDO ESPECIAL";2100000
250002363845;"CARLOS AUGUSTO RODRIGUES";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";25;4442,13;"FUNDO ESPECIAL";128000
250002170999;"ADEMILSON RAMOS DA SILVA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"FUNILEIRO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";293;17673,43;"FUNDO ESPECIAL";875000
250002171015;"SONIA MARIA GUERREIRO PAZINI";"#NULO";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";242;43109,99;"FUNDO ESPECIAL";NA
250002170981;"VALDIR HERMOGENES PEREIRA";"#NULO";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";787;12433,07;"FUNDO ESPECIAL";NA
250002170971;"PATRICIA CARVALHO DE OLIVEIRA";"#NULO";"PRTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"N";"DEFERIDO";"NÃO ELEITO";492;13609,54;"FUNDO ESPECIAL";15000
250002170984;"VANESSA PEREIRA LELO";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";711;33565,59;"FUNDO ESPECIAL";425000
250002029378;"MARCELO DE PAULO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"S";"DEFERIDO";"NÃO ELEITO";998;25224,17;"FUNDO PARTIDARIO, FUNDO ESPECIAL";NA
250002029372;"MARLUCE DA CONCEIÇÃO";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";63;12553,06;"FUNDO ESPECIAL";NA
250002029397;"JOSE ROBERTO DE CASTRO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";594;58636,84;"FUNDO ESPECIAL, FUNDO PARTIDARIO, OUTROS RECURSOS";911693,78
250002029371;"ANDRÉ TRINDADE ALVES";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"BOMBEIRO CIVIL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";604;28671,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";259753,4
250002029380;"SEBASTIÃO SERAFIM DE MOURA SOBRINHO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";79;27105,77;"FUNDO ESPECIAL, FUNDO PARTIDARIO";NA
250002029365;"ANGELA BARBOSA DOS SANTOS";"#NULO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"#NE";"N";"DEFERIDO";"NÃO ELEITO";49;29220,59;"FUNDO ESPECIAL, FUNDO PARTIDARIO";NA
250002029401;"MANOEL DA CRUZ CARLOS VIEIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";234;5514;"FUNDO PARTIDARIO";48708,3
250002029362;"BRÍGIDA CAIRES DINARDI";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";72;21860,59;"FUNDO PARTIDARIO, FUNDO ESPECIAL";NA
250001913983;"CÂNDIDO PARREIRA DUARTE NETO";"#NULO";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"SUPLENTE";99;53839,55;"FUNDO ESPECIAL";66870
250001913964;"MARCOS MAGRI BENADOR";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";569;97309,6;"FUNDO ESPECIAL, FUNDO PARTIDARIO, OUTROS RECURSOS";185000
250001913978;"CÍCERA MARIA DA CONCEIÇÃO";"#NULO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";326;52365,87;"FUNDO ESPECIAL";NA
250001913935;"GARRY DERALUS";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"COZINHEIRO";"#NE";"N";"DEFERIDO";"SUPLENTE";420;73839,55;"FUNDO ESPECIAL";NA
250001913949;"JOSÉ AMÉRICO ASCÊNCIO DIAS";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"S";"DEFERIDO";"SUPLENTE";11358;1026395,87;"OUTROS RECURSOS, FUNDO ESPECIAL";490000
250001913962;"RAFAEL DA ROCHA OLIVEIRA";"#NULO";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";108;53839,55;"FUNDO ESPECIAL";NA
250001913981;"LUCIANO BARBOSA DA SILVA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";9087;887963,36;"FUNDO ESPECIAL, OUTROS RECURSOS";659450,6
250001913938;"PRISCILLA LEITE FERREIRA";"#NULO";"PT";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PRETA";"MOTORISTA PARTICULAR";"#NE";"N";"DEFERIDO";"SUPLENTE";330;52365,87;"FUNDO ESPECIAL";NA
250002161316;"MARCELO VIEIRA SALLES";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"SUPLENTE";15682;1242555;"FUNDO ESPECIAL, OUTROS RECURSOS";708873,31
250002161336;"SILVIO ROBERTO DE OLIVEIRA";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"SUPLENTE";8918;559375;"OUTROS RECURSOS, FUNDO ESPECIAL";280811,59
250002161318;"RODRIGO HAYASHI GOULART";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";58715;4288678,09;"OUTROS RECURSOS, FUNDO ESPECIAL";3827039,65
250002173915;"JOSE ROBSON CORINGA BEZERRA";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";3634;2e+05;"FUNDO ESPECIAL";NA
250002173907;"RUBENS WAGNER CALVO";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";4544;256676,67;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002173913;"DJALMA DA SILVA CORREA";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ASSISTENTE SOCIAL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1796;20000;"FUNDO ESPECIAL";183522,6
250002173941;"DANILO PRISEAJNIUC BIFONE";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1211;61170;"OUTROS RECURSOS, FUNDO ESPECIAL";650000
250002173919;"MANOEL JOSÉ DA SILVA";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";692;15000;"FUNDO ESPECIAL";82000
250002173924;"IGOR ESPERIDIAO SANTOS";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"MECÂNICO DE MANUTENÇÃO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";249;0;"#NULO";NA
250002173905;"DARCIO RANÇÃO RICCA";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";299;21750;"FUNDO ESPECIAL, OUTROS RECURSOS";1275574,71
250002034131;"WALDIR ESTEVES BARBOSA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"DIRETOR DE ESTABELECIMENTO DE ENSINO";"#NE";"N";"DEFERIDO";"SUPLENTE";704;51790,81;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002034086;"MARIA CECILIA BEZERRA DA SILVA";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";752;31106,81;"FUNDO ESPECIAL";118,71
250002034106;"MARIA VERONICA PORTO BILYK";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";3369;104285,29;"OUTROS RECURSOS, FUNDO ESPECIAL";3135,22
250002034120;"JUSSARA BASSO DOS SANTOS";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"VEREADOR";"#NE";"S";"DEFERIDO";"SUPLENTE";3653;329565,2;"FUNDO ESPECIAL, OUTROS RECURSOS";152,55
250002034136;"HERBERT PEREIRA DE MELO";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";2202;106286,81;"FUNDO ESPECIAL, OUTROS RECURSOS";37143,51
250002034134;"RONALDO PRADO LINO";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1065;82367,61;"FUNDO ESPECIAL, OUTROS RECURSOS";97500
250002034121;"MAYARA OLIVEIRA TORRES DA SILVA";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";5093;189932,01;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002034085;"LUCIANA TRINDADE DE MACEDO";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";3069;136108,81;"FUNDO ESPECIAL, FUNDO PARTIDARIO";140000
250002034100;"ABDULBASET JAROUR";"#NULO";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"S";"DEFERIDO";"SUPLENTE";1722;20600,81;"FUNDO ESPECIAL, OUTROS RECURSOS";31000
250002034084;"CARMEN DA SILVA FERREIRA";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";9781;524742;"OUTROS RECURSOS, FUNDO ESPECIAL";24632,24
250002034126;"ANTÔNIO ALVES DOS SANTOS";"#NULO";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"VIGILANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";1263;41508,81;"FUNDO ESPECIAL";150000
250001962509;"RENILDA BATISTA DOS ANJOS FERRARI";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";116;50000;"FUNDO ESPECIAL";45000
250001962517;"ALEXANDRE BAPTISTA PIRES";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";12701;440500;"FUNDO ESPECIAL, OUTROS RECURSOS";1021101,54
250001962471;"MARCELO MESSIAS DOS SANTOS COSTA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";40079;682000;"FUNDO ESPECIAL, OUTROS RECURSOS";2523228,36
