"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"BENS_TOTAL"
250002181668;"DANIEL CORDEIRO DA SILVA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";75;0;"#NULO";NA
250002181658;"ANNIE BOWER VISSICHIO";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";87;NA;NA;NA
250002181651;"ADALBERTO RIBEIRO DA COSTA";"#NULO";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";381;0;"#NULO";118512,73
250002181699;"LEANDRO ALBUQUERQUE GIMENEZ";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";3445;111000;"FUNDO ESPECIAL, OUTROS RECURSOS";750286,16
250002181696;"CARLOS ANDRE DA SILVA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";146;0;"#NULO";NA
250001973476;"ARMANDO BEGA";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"PROFESSOR DE ENSINO SUPERIOR";"#NE";"N";"DEFERIDO";"SUPLENTE";2805;8e+05;"FUNDO ESPECIAL";474765
250001973509;"ALEXANDRE BERSANETI";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";2860;302000;"FUNDO ESPECIAL, OUTROS RECURSOS";362012,24
250001973500;"ADAM MAAMARI MOREIRA";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";"SUPLENTE";1089;80000;"FUNDO ESPECIAL";NA
250001973510;"LUDMILA BASTOS RIBEIRO SOARES";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";550;75000;"FUNDO ESPECIAL";18064,7
250001973488;"MARILENA GONÇALVES GOUVEA PANINKA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PSICÓLOGO";"#NE";"N";"DEFERIDO";"SUPLENTE";663;139350;"FUNDO ESPECIAL";1071200
250002052122;"VALDOMIRO MARQUES";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";"SUPLENTE";1606;41967,92;"FUNDO ESPECIAL";NA
250002052093;"JOÃO BATISTA DIAS DE SOUSA";"#NULO";"PSOL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";548;41967,92;"FUNDO ESPECIAL";NA
250002052132;"LEONARDO DOS REIS ADORNO BECKER GRANDINI";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"COMUNICÓLOGO";"#NE";"N";"DEFERIDO";"SUPLENTE";5583;170998,18;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002052119;"AMANDA MARQUES PASCHOAL";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"ELEITO POR QP";108654;604880,9;"OUTROS RECURSOS, FUNDO ESPECIAL";13799,87
250002052123;"LUISA PEREIRA DE SOUZA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"MOTORISTA PARTICULAR";"#NE";"N";"DEFERIDO";"SUPLENTE";297;100045,71;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002052126;"MARIANA FELIX SANTOS";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"ESCRITOR E CRÍTICO";"#NE";"N";"DEFERIDO";"SUPLENTE";1963;228541,79;"FUNDO PARTIDARIO, FUNDO ESPECIAL";NA
250002018910;"ITAMAR PRIMO BARONI";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";194;0;"#NULO";12280
250002018928;"ROSANGELA AMARO MAGLIARELLI";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";82;15000;"FUNDO ESPECIAL";14000
250002018920;"ANDERSON DALONSO";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";162;0;"#NULO";60335
250002018922;"EDSON FLÁVIO SIRINO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";29;0;"#NULO";51000
250002018906;"ANDREIA KARINE FREDERICO";"#NULO";"MOBILIZA";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";49;10000;"FUNDO ESPECIAL";NA
250002018927;"FRANCISCO ALVES DA SILVA";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";232;0;"#NULO";145000
250002170982;"BIANCA MARIA DELLA SANTA PIMENTA";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";590;12274,26;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002171003;"MARIO AUGUSTO DA SILVA ALMEIDA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";399;12147,87;"FUNDO ESPECIAL";NA
250002171014;"ADRIANO DA COSTA E SILVA";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MEMBRO DAS FORÇAS ARMADAS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";7401;63453,83;"FUNDO ESPECIAL, OUTROS RECURSOS";73083,98
250002171005;"CÍCERO APARECIDO DA SILVA";"#NULO";"PRTB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";867;11697,95;"FUNDO ESPECIAL";6000
250002170988;"TONI CRISTIAN CERQUEIRA";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";822;20433,07;"FUNDO ESPECIAL";NA
250002170998;"JOSÉ SOUZA DOS SANTOS";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2933;26047,95;"FUNDO ESPECIAL";275125
250002170980;"ROBERTO DELBONE JUNIOR";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";6760;46802,95;"FUNDO ESPECIAL, OUTROS RECURSOS";1186421,22
250002170994;"FRANCISCO BEZERRA DE MELO";"#NULO";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"FUNILEIRO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";495;11516,15;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002171007;"WALTER GUALBERTO DE BRITO";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";183;9341,34;"FUNDO ESPECIAL";NA
250002029349;"CLAUDIO SANTOS ALBUQUERQUE";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1153;33338,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";136250
250002029387;"DEIVIDE ALEXANDRE DOS SANTOS";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";223;13656,67;"FUNDO ESPECIAL, FUNDO PARTIDARIO";NA
250002029368;"MARCIA LIMA LOMBARDI";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";124;12553,09;"FUNDO ESPECIAL";NA
250002029398;"FIRMINO AUGUSTO CORDEIRO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";184;15758,33;"FUNDO PARTIDARIO, FUNDO ESPECIAL";NA
250002029386;"MARIA NILVA SEVERINO GONÇALVES";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";352;39773,09;"FUNDO ESPECIAL, FUNDO PARTIDARIO";2320600
250002029390;"NEZINHO GONÇALVES NUNES";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";985;36520,47;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";180000
250001913954;"RODRIGO JALLOUL";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";3880;78839,55;"FUNDO ESPECIAL";NA
250001913974;"TELMA APARECIDA MARIANO";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";"SUPLENTE";643;424935;"FUNDO ESPECIAL";NA
250001913967;"RONI MIGUEL DA SILVA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";947;95699,2;"FUNDO ESPECIAL";1777,51
250001913931;"JOÃO ANANIAS MOREIRA SILVA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";33225;1679930,87;"OUTROS RECURSOS, FUNDO ESPECIAL";737340,02
250001913958;"ZILDENE CARVALHO DE OLIVEIRA FERNANDES";"#NULO";"PT";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";"SUPLENTE";1009;143709,13;"FUNDO ESPECIAL";70000
250001913976;"LUIZ ALBERTO MELCHERT DE CARVALHO E SILVA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ECONOMISTA";"#NE";"N";"DEFERIDO";"SUPLENTE";382;79468,63;"OUTROS RECURSOS, FUNDO ESPECIAL";99558,58
250002161323;"AURÉLIO NOMURA";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"AMARELA";"ADVOGADO";"#NE";"S";"DEFERIDO";"SUPLENTE";28216;1062100,35;"OUTROS RECURSOS, FUNDO ESPECIAL";1517688,16
250002161337;"JOÃO MARCOS ULTRAMAR QUINTEIRO";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";772;119375;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002161324;"IOLANDA GOMES RUAS";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";"SUPLENTE";240;109375;"OUTROS RECURSOS, FUNDO ESPECIAL";1200
250002161315;"VILMA DE FATIMA BARBOZA DA SILVA";"#NULO";"PSD";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ARTESÃO";"#NE";"N";"DEFERIDO";"SUPLENTE";144;89375;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002173933;"APARECIDO MARIN";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"#NE";"S";"DEFERIDO";"NÃO ELEITO";477;60000;"FUNDO ESPECIAL";25000
250002173920;"MARCELO BATISTA PEREIRA";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";252;10205;"FUNDO ESPECIAL, OUTROS RECURSOS";110000
250002173922;"RODRIGO DORADO STARCK";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";7298;261966,66;"FUNDO ESPECIAL, OUTROS RECURSOS";542967,73
250002173925;"GLAUCE KELLY DOS SANTOS ADAO LIMA";"#NULO";"PDT";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";93;30000;"FUNDO ESPECIAL";NA
250002173947;"RICARDO JORGE MUTRAN";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";3451;175666,67;"FUNDO ESPECIAL, OUTROS RECURSOS";292753,35
250002173930;"ROSEMARA LEANDRO DA SILVA";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"PARDA";"ENFERMEIRO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1190;156666,67;"FUNDO ESPECIAL";NA
250002173935;"SANDRA NAVAJAS";"#NULO";"PDT";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";121;30000;"FUNDO ESPECIAL";250009,58
250002173918;"EDNELSON PACHECO FERREIRA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2487;207666,67;"FUNDO ESPECIAL, OUTROS RECURSOS";407131,13
250002173950;"LILIAN DA SILVA BOMFIM";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"S";"DEFERIDO";"NÃO ELEITO";357;50000;"FUNDO ESPECIAL";NA
250002034083;"ANTONIO DE SOUSA RAMALHO";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";9521;1227100,44;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";4951494,46
250002034099;"ITAMAR TAVARES GARCIA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"SUPLENTE";589;18135,8;"FUNDO ESPECIAL";NA
250002034090;"SHIRLEI APARECIDA MOURA DA SILVA";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";299;28135,81;"FUNDO ESPECIAL";NA
250002034116;"JOSE WELINGTON DOS REIS SILVA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";314;15918,8;"FUNDO ESPECIAL";2610000
250002034101;"EDGAR FRANCISCO DA SILVA";"#NULO";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";6647;72749,61;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002034135;"CIRO MARTINS DOS SANTOS";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ENGENHEIRO";"#NE";"N";"DEFERIDO";"SUPLENTE";342;71508,81;"FUNDO ESPECIAL";NA
250001962505;"CAIO VINICIUS DE MOURA LUZ";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"SUPLENTE";16718;684750;"OUTROS RECURSOS, FUNDO ESPECIAL";242063,19
250001962462;"EDSON MARQUES PEREIRA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"GERENTE";"#NE";"N";"DEFERIDO";"SUPLENTE";576;259670;"FUNDO ESPECIAL, OUTROS RECURSOS";663000
250001962463;"ELINALVA ORTEGAS ESTANISLAU";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR MÉDIA";35622;1736000;"OUTROS RECURSOS, FUNDO ESPECIAL";45300
250001962512;"TIAGO HENRIQUE NITOPI";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";1140;50000;"OUTROS RECURSOS";600963,65
250001962501;"JOSE NERIVAN DA SILVA";"#NULO";"MDB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";"#NE";"N";"DEFERIDO";"SUPLENTE";2553;50000;"FUNDO ESPECIAL";NA
250002351305;"ROBERIO DOS SANTOS BENEDITO";"#NULO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";122;0;"#NULO";380000
250001881831;"JUAREZ PEREIRA DA SILVA";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";15020;470111,3;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";242337,16
250001881809;"RUBENS ALBERTO GATTI NUNES";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"S";"DEFERIDO";"ELEITO POR QP";101549;2190134,39;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";572209,55
250001881793;"RICARDO TEIXEIRA";"#NULO";"UNIÃO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";31566;861102,45;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";774491,99
250001933096;"VALDETE GOMES DUTRA PEREIRA";"#NULO";"PODE";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";722;80000;"FUNDO ESPECIAL";23000
250001933054;"DANILO ERRERIA CORTEZ DE SOUZA";"#NULO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";58676;639999,99;"OUTROS RECURSOS, FUNDO ESPECIAL";172836,66
250001933059;"PAULO SERGIO ABOU ANNI";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"SUPLENTE";17943;404513,5;"OUTROS RECURSOS, FUNDO ESPECIAL";1690895
250001933074;"MARIA LÚCIA DA SILVA";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ENFERMEIRO";"#NE";"N";"DEFERIDO";"SUPLENTE";590;150000;"FUNDO ESPECIAL, OUTROS RECURSOS";422534,98
250001933075;"RICARDO HOLZ VIDAL DOS SANTOS";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";3494;347000;"FUNDO ESPECIAL, OUTROS RECURSOS";3066228,11
250002387343;"VINICIUS ALVES SCHAEFER";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"#NE";"N";"DEFERIDO";"SUPLENTE";776;138461,5;"FUNDO ESPECIAL";67783,1
250001933069;"KEDNEY QUEIROZ DOS SANTOS";"#NULO";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1034;115461,5;"OUTROS RECURSOS, FUNDO ESPECIAL";420000
250001933090;"LUCIANO GALESCO";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"SUPLENTE";3628;250000;"FUNDO ESPECIAL";7000
250001933098;"LUIZ PAULO MADALHANO MAGALHÃES";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";12417;518063,88;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250001933097;"WELLINGTON DE PAULO RIBEIRO";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";2696;324000;"OUTROS RECURSOS, FUNDO ESPECIAL";18000
250002170094;"LUCAS ANTONIO NIZUMA SIMABUKULO";"#NULO";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"AMARELA";"PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";458;72305,2;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002146924;"CARLA CACCIAFIORI";"#NULO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";216;2500;"OUTROS RECURSOS";861000
250002146920;"ALESSANDRO RODRIGO SCARAFICCI CASTRO";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"S";"DEFERIDO";"NÃO ELEITO";3576;24624;"OUTROS RECURSOS";2750730,64
250002174675;"RENATA DEL BIANCO RAISER";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VETERINÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";121;0;"#NULO";58000
250002174685;"JANAINA CARLA DE LIMA";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"S";"DEFERIDO";"SUPLENTE";12215;1218450,47;"OUTROS RECURSOS, FUNDO ESPECIAL";103376,42
250002174677;"JANAINA CONCEIÇÃO PASCHOAL";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"ELEITO POR QP";48893;361700;"FUNDO ESPECIAL, OUTROS RECURSOS";2461253,51
250002174684;"ISRAEL NANTES SANTOS";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";"ELEITO POR QP";112484;324811,61;"OUTROS RECURSOS, FUNDO ESPECIAL";573332
250002174671;"GILMARA VANZO CRISTAO";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"#NE";"N";"DEFERIDO";"SUPLENTE";89;0;"#NULO";1150000
250002174681;"ANTONIO CARLOS ALVES DA SILVA";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";"SUPLENTE";765;8890;"OUTROS RECURSOS";NA
